date,month,year,state,number_of_fires
2000-01-01,February,2000,rondonia,6.0
2001-01-01,February,2001,rondonia,2.0
2002-01-01,February,2002,rondonia,8.0
2003-01-01,February,2003,rondonia,10.0
2004-01-01,February,2004,rondonia,12.0
2005-01-01,February,2005,rondonia,42.0
2006-01-01,February,2006,rondonia,17.0
2007-01-01,February,2007,rondonia,8.0
2008-01-01,February,2008,rondonia,7.0
2009-01-01,February,2009,rondonia,1.0
2010-01-01,February,2010,rondonia,9.0
2011-01-01,February,2011,rondonia,2.0
2012-01-01,February,2012,rondonia,9.0
2013-01-01,February,2013,rondonia,8.0
2014-01-01,February,2014,rondonia,5.0
2015-01-01,February,2015,rondonia,22.0
2016-01-01,February,2016,rondonia,88.0
2017-01-01,February,2017,rondonia,10.0
1998-01-01,March,1998,rondonia,0.0
1999-01-01,March,1999,rondonia,8.0
2000-01-01,March,2000,rondonia,9.0
2001-01-01,March,2001,rondonia,0.0
2002-01-01,March,2002,rondonia,1.0
2003-01-01,March,2003,rondonia,13.0
2004-01-01,March,2004,rondonia,20.0
2005-01-01,March,2005,rondonia,17.0
2006-01-01,March,2006,rondonia,15.0
2007-01-01,March,2007,rondonia,20.0
2008-01-01,March,2008,rondonia,2.0
2009-01-01,March,2009,rondonia,12.0
2010-01-01,March,2010,rondonia,11.0
2011-01-01,March,2011,rondonia,6.0
2012-01-01,March,2012,rondonia,6.0
2013-01-01,March,2013,rondonia,23.0
2014-01-01,March,2014,rondonia,13.0
2015-01-01,March,2015,rondonia,15.0
2016-01-01,March,2016,rondonia,25.0
2017-01-01,March,2017,rondonia,21.0
1998-01-01,April,1998,rondonia,0.0
1999-01-01,April,1999,rondonia,3.0
2000-01-01,April,2000,rondonia,0.0
2001-01-01,April,2001,rondonia,0.0
2002-01-01,April,2002,rondonia,3.0
2003-01-01,April,2003,rondonia,10.0
2004-01-01,April,2004,rondonia,14.0
2005-01-01,April,2005,rondonia,7.0
2006-01-01,April,2006,rondonia,0.0
2007-01-01,April,2007,rondonia,0.0
2008-01-01,April,2008,rondonia,8.0
2009-01-01,April,2009,rondonia,3.0
2010-01-01,April,2010,rondonia,19.0
2012-01-01,April,2012,rondonia,12.0
2013-01-01,April,2013,rondonia,9.0
2014-01-01,April,2014,rondonia,15.0
2015-01-01,April,2015,rondonia,15.0
2016-01-01,April,2016,rondonia,59.0
2017-01-01,April,2017,rondonia,19.0
1998-01-01,May,1998,rondonia,0.0
1999-01-01,May,1999,rondonia,3.0
2000-01-01,May,2000,rondonia,13.0
2001-01-01,May,2001,rondonia,5.0
2002-01-01,May,2002,rondonia,10.0
2003-01-01,May,2003,rondonia,21.0
2005-01-01,May,2005,rondonia,38.0
2006-01-01,May,2006,rondonia,7.0
2007-01-01,May,2007,rondonia,4.0
2008-01-01,May,2008,rondonia,1.0
2009-01-01,May,2009,rondonia,6.0
2010-01-01,May,2010,rondonia,41.0
2011-01-01,May,2011,rondonia,54.0
2012-01-01,May,2012,rondonia,22.0
2013-01-01,May,2013,rondonia,9.0
2014-01-01,May,2014,rondonia,28.0
2015-01-01,May,2015,rondonia,13.0
2016-01-01,May,2016,rondonia,44.0
2017-01-01,May,2017,rondonia,31.0
1998-01-01,June,1998,rondonia,26.0
1999-01-01,June,1999,rondonia,10.0
2000-01-01,June,2000,rondonia,54.0
2001-01-01,June,2001,rondonia,31.0
2002-01-01,June,2002,rondonia,141.0
2003-01-01,June,2003,rondonia,74.0
2004-01-01,June,2004,rondonia,151.0
2005-01-01,June,2005,rondonia,153.0
2006-01-01,June,2006,rondonia,40.0
2007-01-01,June,2007,rondonia,71.0
2008-01-01,June,2008,rondonia,11.0
2009-01-01,June,2009,rondonia,13.0
2011-01-01,June,2011,rondonia,130.0
2012-01-01,June,2012,rondonia,32.0
2013-01-01,June,2013,rondonia,22.0
2014-01-01,June,2014,rondonia,92.0
2015-01-01,June,2015,rondonia,119.0
2016-01-01,June,2016,rondonia,170.0
2017-01-01,June,2017,rondonia,192.0
1998-01-01,July,1998,rondonia,365.0
1999-01-01,July,1999,rondonia,135.0
2000-01-01,July,2000,rondonia,117.0
2001-01-01,July,2001,rondonia,74.0
2002-01-01,July,2002,rondonia,539.0
2003-01-01,July,2003,rondonia,516.0
2004-01-01,July,2004,rondonia,1.233
2005-01-01,July,2005,rondonia,798.0
2006-01-01,July,2006,rondonia,314.0
2007-01-01,July,2007,rondonia,187.0
2008-01-01,July,2008,rondonia,138.0
2009-01-01,July,2009,rondonia,110.0
2010-01-01,July,2010,rondonia,747.0
2011-01-01,July,2011,rondonia,293.0
2012-01-01,July,2012,rondonia,205.0
2013-01-01,July,2013,rondonia,117.0
2014-01-01,July,2014,rondonia,192.0
2015-01-01,July,2015,rondonia,423.0
2016-01-01,July,2016,rondonia,969.0
2017-01-01,July,2017,rondonia,1.28
1998-01-01,August,1998,rondonia,2.254
1999-01-01,August,1999,rondonia,1.976
2000-01-01,August,2000,rondonia,2.197
2001-01-01,August,2001,rondonia,2.132
2002-01-01,August,2002,rondonia,3.465
2003-01-01,August,2003,rondonia,7.06
2004-01-01,August,2004,rondonia,6.893
2005-01-01,August,2005,rondonia,6.672
2006-01-01,August,2006,rondonia,3.124
2007-01-01,August,2007,rondonia,4.786
2008-01-01,August,2008,rondonia,1.251
2009-01-01,August,2009,rondonia,484.0
2010-01-01,August,2010,rondonia,4.388
2011-01-01,August,2011,rondonia,1.161
2012-01-01,August,2012,rondonia,2.209
2013-01-01,August,2013,rondonia,885.0
2014-01-01,August,2014,rondonia,3.038
2015-01-01,August,2015,rondonia,3.762
2016-01-01,August,2016,rondonia,3.675
2017-01-01,August,2017,rondonia,4.287
1998-01-01,September,1998,rondonia,3.753
1999-01-01,September,1999,rondonia,3.062
2000-01-01,September,2000,rondonia,2.438
2001-01-01,September,2001,rondonia,1.927
2002-01-01,September,2002,rondonia,7.067
2003-01-01,September,2003,rondonia,6.89
2004-01-01,September,2004,rondonia,13.05
2005-01-01,September,2005,rondonia,13.972
2006-01-01,September,2006,rondonia,9.92
2007-01-01,September,2007,rondonia,6.832
2008-01-01,September,2008,rondonia,3.726
2009-01-01,September,2009,rondonia,1.869
2010-01-01,September,2010,rondonia,4.893
2011-01-01,September,2011,rondonia,1.782
2012-01-01,September,2012,rondonia,2.471
2013-01-01,September,2013,rondonia,1.776
2014-01-01,September,2014,rondonia,2.8
2015-01-01,September,2015,rondonia,6.129
2016-01-01,September,2016,rondonia,4.208
2017-01-01,September,2017,rondonia,5.638
1998-01-01,October,1998,rondonia,483.0
1999-01-01,October,1999,rondonia,1.884
2000-01-01,October,2000,rondonia,644.0
2001-01-01,October,2001,rondonia,796.0
2002-01-01,October,2002,rondonia,3.554
2003-01-01,October,2003,rondonia,4.962
2004-01-01,October,2004,rondonia,3.094
2005-01-01,October,2005,rondonia,2.559
2006-01-01,October,2006,rondonia,1.148
2007-01-01,October,2007,rondonia,2.023
2008-01-01,October,2008,rondonia,1.482
2009-01-01,October,2009,rondonia,1.444
2010-01-01,October,2010,rondonia,1.307
2011-01-01,October,2011,rondonia,822.0
2012-01-01,October,2012,rondonia,1.229
2013-01-01,October,2013,rondonia,555.0
2014-01-01,October,2014,rondonia,1.063
2015-01-01,October,2015,rondonia,2.598
2016-01-01,October,2016,rondonia,1.844
2017-01-01,October,2017,rondonia,2.19
1998-01-01,November,1998,rondonia,3.0
1999-01-01,November,1999,rondonia,41.0
2000-01-01,November,2000,rondonia,13.0
2001-01-01,November,2001,rondonia,91.0
2003-01-01,November,2003,rondonia,526.0
2004-01-01,November,2004,rondonia,452.0
2005-01-01,November,2005,rondonia,465.0
2006-01-01,November,2006,rondonia,253.0
2007-01-01,November,2007,rondonia,53.0
2008-01-01,November,2008,rondonia,78.0
2009-01-01,November,2009,rondonia,128.0
2010-01-01,November,2010,rondonia,238.0
2011-01-01,November,2011,rondonia,245.0
2012-01-01,November,2012,rondonia,174.0
2013-01-01,November,2013,rondonia,108.0
2015-01-01,November,2015,rondonia,1.002
2016-01-01,November,2016,rondonia,401.0
2017-01-01,November,2017,rondonia,372.0
1998-01-01,December,1998,rondonia,33.0
1999-01-01,December,1999,rondonia,0.0
2000-01-01,December,2000,rondonia,7.0
2001-01-01,December,2001,rondonia,1.0
2002-01-01,December,2002,rondonia,91.0
2003-01-01,December,2003,rondonia,214.0
2004-01-01,December,2004,rondonia,208.0
2005-01-01,December,2005,rondonia,36.0
2006-01-01,December,2006,rondonia,4.0
2007-01-01,December,2007,rondonia,6.0
2008-01-01,December,2008,rondonia,2.0
2009-01-01,December,2009,rondonia,9.0
2010-01-01,December,2010,rondonia,158.0
2011-01-01,December,2011,rondonia,37.0
2012-01-01,December,2012,rondonia,50.0
2013-01-01,December,2013,rondonia,143.0
2015-01-01,December,2015,rondonia,282.0
2016-01-01,December,2016,rondonia,148.0
1998-01-01,January,1998,Roraima,0.0
1999-01-01,January,1999,Roraima,15.0
2000-01-01,January,2000,Roraima,18.0
2001-01-01,January,2001,Roraima,101.0
2002-01-01,January,2002,Roraima,302.0
2003-01-01,January,2003,Roraima,547.0
2004-01-01,January,2004,Roraima,355.0
2005-01-01,January,2005,Roraima,106.0
2006-01-01,January,2006,Roraima,70.0
2007-01-01,January,2007,Roraima,194.0
2008-01-01,January,2008,Roraima,245.0
2009-01-01,January,2009,Roraima,45.0
2010-01-01,January,2010,Roraima,351.0
2011-01-01,January,2011,Roraima,225.0
2012-01-01,January,2012,Roraima,217.0
2013-01-01,January,2013,Roraima,397.0
2014-01-01,January,2014,Roraima,355.0
2015-01-01,January,2015,Roraima,330.0
2016-01-01,January,2016,Roraima,1.754
2017-01-01,January,2017,Roraima,108.0
1998-01-01,February,1998,Roraima,0.0
1999-01-01,February,1999,Roraima,20.0
2000-01-01,February,2000,Roraima,57.0
2001-01-01,February,2001,Roraima,646.0
2002-01-01,February,2002,Roraima,476.0
2003-01-01,February,2003,Roraima,767.0
2004-01-01,February,2004,Roraima,259.0
2005-01-01,February,2005,Roraima,105.0
2006-01-01,February,2006,Roraima,283.0
2007-01-01,February,2007,Roraima,796.0
2008-01-01,February,2008,Roraima,138.0
2009-01-01,February,2009,Roraima,153.0
2011-01-01,February,2011,Roraima,112.0
2012-01-01,February,2012,Roraima,130.0
2013-01-01,February,2013,Roraima,62.0
2014-01-01,February,2014,Roraima,226.0
2015-01-01,February,2015,Roraima,418.0
2016-01-01,February,2016,Roraima,171.0
2017-01-01,February,2017,Roraima,129.0
1998-01-01,March,1998,Roraima,0.0
1999-01-01,March,1999,Roraima,98.0
2000-01-01,March,2000,Roraima,125.0
2001-01-01,March,2001,Roraima,1.108
2002-01-01,March,2002,Roraima,820.0
2003-01-01,March,2003,Roraima,1.131
2004-01-01,March,2004,Roraima,276.0
2005-01-01,March,2005,Roraima,244.0
2006-01-01,March,2006,Roraima,385.0
2007-01-01,March,2007,Roraima,665.0
2008-01-01,March,2008,Roraima,422.0
2009-01-01,March,2009,Roraima,176.0
2010-01-01,March,2010,Roraima,417.0
2011-01-01,March,2011,Roraima,91.0
2012-01-01,March,2012,Roraima,99.0
2013-01-01,March,2013,Roraima,179.0
2014-01-01,March,2014,Roraima,494.0
2015-01-01,March,2015,Roraima,163.0
2016-01-01,March,2016,Roraima,1.081
2017-01-01,March,2017,Roraima,216.0
1998-01-01,April,1998,Roraima,0.0
1999-01-01,April,1999,Roraima,16.0
2000-01-01,April,2000,Roraima,0.0
2001-01-01,April,2001,Roraima,380.0
2003-01-01,April,2003,Roraima,268.0
2004-01-01,April,2004,Roraima,182.0
2005-01-01,April,2005,Roraima,22.0
2006-01-01,April,2006,Roraima,201.0
2007-01-01,April,2007,Roraima,58.0
2008-01-01,April,2008,Roraima,175.0
2009-01-01,April,2009,Roraima,115.0
2010-01-01,April,2010,Roraima,15.0
2011-01-01,April,2011,Roraima,108.0
2012-01-01,April,2012,Roraima,25.0
2013-01-01,April,2013,Roraima,87.0
2014-01-01,April,2014,Roraima,162.0
2015-01-01,April,2015,Roraima,278.0
2016-01-01,April,2016,Roraima,126.0
2017-01-01,April,2017,Roraima,51.0
1998-01-01,May,1998,Roraima,0.0
1999-01-01,May,1999,Roraima,0.0
2000-01-01,May,2000,Roraima,7.0
2001-01-01,May,2001,Roraima,9.0
2002-01-01,May,2002,Roraima,0.0
2003-01-01,May,2003,Roraima,0.0
2004-01-01,May,2004,Roraima,2.0
2005-01-01,May,2005,Roraima,1.0
2006-01-01,May,2006,Roraima,0.0
2007-01-01,May,2007,Roraima,0.0
2008-01-01,May,2008,Roraima,8.0
2009-01-01,May,2009,Roraima,219.0
2010-01-01,May,2010,Roraima,3.0
2011-01-01,May,2011,Roraima,4.0
2012-01-01,May,2012,Roraima,18.0
2013-01-01,May,2013,Roraima,4.0
2014-01-01,May,2014,Roraima,58.0
2015-01-01,May,2015,Roraima,12.0
2016-01-01,May,2016,Roraima,22.0
2017-01-01,May,2017,Roraima,29.0
1999-01-01,June,1999,Roraima,3.0
2000-01-01,June,2000,Roraima,0.0
2001-01-01,June,2001,Roraima,1.0
2002-01-01,June,2002,Roraima,0.0
2003-01-01,June,2003,Roraima,0.0
2004-01-01,June,2004,Roraima,6.0
2005-01-01,June,2005,Roraima,5.0
2006-01-01,June,2006,Roraima,0.0
2007-01-01,June,2007,Roraima,1.0
2008-01-01,June,2008,Roraima,0.0
2009-01-01,June,2009,Roraima,16.0
2010-01-01,June,2010,Roraima,0.0
2011-01-01,June,2011,Roraima,6.0
2012-01-01,June,2012,Roraima,22.0
2013-01-01,June,2013,Roraima,6.0
2014-01-01,June,2014,Roraima,4.0
2015-01-01,June,2015,Roraima,3.0
2016-01-01,June,2016,Roraima,7.0
2017-01-01,June,2017,Roraima,4.0
1998-01-01,July,1998,Roraima,1.0
1999-01-01,July,1999,Roraima,4.0
2000-01-01,July,2000,Roraima,0.0
2001-01-01,July,2001,Roraima,1.0
2002-01-01,July,2002,Roraima,7.0
2003-01-01,July,2003,Roraima,0.0
2004-01-01,July,2004,Roraima,2.0
2005-01-01,July,2005,Roraima,2.0
2006-01-01,July,2006,Roraima,0.0
2007-01-01,July,2007,Roraima,3.0
2008-01-01,July,2008,Roraima,0.0
2009-01-01,July,2009,Roraima,18.0
2010-01-01,July,2010,Roraima,1.0
2011-01-01,July,2011,Roraima,9.0
2012-01-01,July,2012,Roraima,2.0
2013-01-01,July,2013,Roraima,4.0
2014-01-01,July,2014,Roraima,9.0
2015-01-01,July,2015,Roraima,5.0
2016-01-01,July,2016,Roraima,0.0
2017-01-01,July,2017,Roraima,3.0
1998-01-01,August,1998,Roraima,0.0
1999-01-01,August,1999,Roraima,1.0
2000-01-01,August,2000,Roraima,9.0
2001-01-01,August,2001,Roraima,4.0
2002-01-01,August,2002,Roraima,7.0
2003-01-01,August,2003,Roraima,2.0
2004-01-01,August,2004,Roraima,18.0
2005-01-01,August,2005,Roraima,9.0
2006-01-01,August,2006,Roraima,4.0
2007-01-01,August,2007,Roraima,2.0
2009-01-01,August,2009,Roraima,29.0
2010-01-01,August,2010,Roraima,3.0
2011-01-01,August,2011,Roraima,39.0
2012-01-01,August,2012,Roraima,4.0
2013-01-01,August,2013,Roraima,3.0
2014-01-01,August,2014,Roraima,12.0
2015-01-01,August,2015,Roraima,11.0
2016-01-01,August,2016,Roraima,11.0
2017-01-01,August,2017,Roraima,35.0
1998-01-01,September,1998,Roraima,2.0
1999-01-01,September,1999,Roraima,3.0
2000-01-01,September,2000,Roraima,12.0
2001-01-01,September,2001,Roraima,1.0
2002-01-01,September,2002,Roraima,48.0
2003-01-01,September,2003,Roraima,6.0
2004-01-01,September,2004,Roraima,9.0
2005-01-01,September,2005,Roraima,72.0
2006-01-01,September,2006,Roraima,40.0
2007-01-01,September,2007,Roraima,9.0
2008-01-01,September,2008,Roraima,17.0
2009-01-01,September,2009,Roraima,117.0
2010-01-01,September,2010,Roraima,18.0
2011-01-01,September,2011,Roraima,53.0
2012-01-01,September,2012,Roraima,67.0
2013-01-01,September,2013,Roraima,18.0
2014-01-01,September,2014,Roraima,67.0
2015-01-01,September,2015,Roraima,77.0
2016-01-01,September,2016,Roraima,19.0
2017-01-01,September,2017,Roraima,43.0
1998-01-01,October,1998,Roraima,1.0
1999-01-01,October,1999,Roraima,10.0
2000-01-01,October,2000,Roraima,25.0
2001-01-01,October,2001,Roraima,13.0
2002-01-01,October,2002,Roraima,191.0
2003-01-01,October,2003,Roraima,14.0
2004-01-01,October,2004,Roraima,53.0
2005-01-01,October,2005,Roraima,88.0
2006-01-01,October,2006,Roraima,135.0
2007-01-01,October,2007,Roraima,15.0
2008-01-01,October,2008,Roraima,78.0
2009-01-01,October,2009,Roraima,197.0
2010-01-01,October,2010,Roraima,64.0
2011-01-01,October,2011,Roraima,65.0
2012-01-01,October,2012,Roraima,152.0
2013-01-01,October,2013,Roraima,63.0
2014-01-01,October,2014,Roraima,61.0
2015-01-01,October,2015,Roraima,181.0
2016-01-01,October,2016,Roraima,101.0
2017-01-01,October,2017,Roraima,156.0
1998-01-01,November,1998,Roraima,1.0
1999-01-01,November,1999,Roraima,15.0
2000-01-01,November,2000,Roraima,32.0
2001-01-01,November,2001,Roraima,76.0
2002-01-01,November,2002,Roraima,133.0
2003-01-01,November,2003,Roraima,27.0
2004-01-01,November,2004,Roraima,135.0
2005-01-01,November,2005,Roraima,135.0
2006-01-01,November,2006,Roraima,26.0
2007-01-01,November,2007,Roraima,112.0
2008-01-01,November,2008,Roraima,39.0
2009-01-01,November,2009,Roraima,312.0
2010-01-01,November,2010,Roraima,27.0
2012-01-01,November,2012,Roraima,187.0
2013-01-01,November,2013,Roraima,106.0
2014-01-01,November,2014,Roraima,143.0
2015-01-01,November,2015,Roraima,280.0
2016-01-01,November,2016,Roraima,71.0
2017-01-01,November,2017,Roraima,327.0
1998-01-01,December,1998,Roraima,16.0
1999-01-01,December,1999,Roraima,35.0
2000-01-01,December,2000,Roraima,77.0
2001-01-01,December,2001,Roraima,76.0
2002-01-01,December,2002,Roraima,199.0
2003-01-01,December,2003,Roraima,157.0
2004-01-01,December,2004,Roraima,160.0
2005-01-01,December,2005,Roraima,71.0
2006-01-01,December,2006,Roraima,101.0
2007-01-01,December,2007,Roraima,8.0
2008-01-01,December,2008,Roraima,5.0
2009-01-01,December,2009,Roraima,290.0
2010-01-01,December,2010,Roraima,73.0
2011-01-01,December,2011,Roraima,249.0
2012-01-01,December,2012,Roraima,78.0
2013-01-01,December,2013,Roraima,65.0
2014-01-01,December,2014,Roraima,277.0
2015-01-01,December,2015,Roraima,304.0
2016-01-01,December,2016,Roraima,136.0
1998-01-01,January,1998,Santa Catarina,0.0
1999-01-01,January,1999,Santa Catarina,11.0
2000-01-01,January,2000,Santa Catarina,14.0
2001-01-01,January,2001,Santa Catarina,11.0
2002-01-01,January,2002,Santa Catarina,22.0
2003-01-01,January,2003,Santa Catarina,45.0
2004-01-01,January,2004,Santa Catarina,37.0
2005-01-01,January,2005,Santa Catarina,46.0
2006-01-01,January,2006,Santa Catarina,41.0
2007-01-01,January,2007,Santa Catarina,9.0
2008-01-01,January,2008,Santa Catarina,25.0
2009-01-01,January,2009,Santa Catarina,21.0
2010-01-01,January,2010,Santa Catarina,2.0
2011-01-01,January,2011,Santa Catarina,9.0
2012-01-01,January,2012,Santa Catarina,14.0
2013-01-01,January,2013,Santa Catarina,18.0
2014-01-01,January,2014,Santa Catarina,58.0
2015-01-01,January,2015,Santa Catarina,28.0
2016-01-01,January,2016,Santa Catarina,53.0
2017-01-01,January,2017,Santa Catarina,46.0
1998-01-01,February,1998,Santa Catarina,0.0
1999-01-01,February,1999,Santa Catarina,2.0
2000-01-01,February,2000,Santa Catarina,8.0
2001-01-01,February,2001,Santa Catarina,0.0
2002-01-01,February,2002,Santa Catarina,5.0
2003-01-01,February,2003,Santa Catarina,43.0
2004-01-01,February,2004,Santa Catarina,29.0
2005-01-01,February,2005,Santa Catarina,46.0
2006-01-01,February,2006,Santa Catarina,18.0
2007-01-01,February,2007,Santa Catarina,14.0
2008-01-01,February,2008,Santa Catarina,29.0
2009-01-01,February,2009,Santa Catarina,7.0
2010-01-01,February,2010,Santa Catarina,15.0
2011-01-01,February,2011,Santa Catarina,1.0
2012-01-01,February,2012,Santa Catarina,13.0
2013-01-01,February,2013,Santa Catarina,12.0
2014-01-01,February,2014,Santa Catarina,27.0
2015-01-01,February,2015,Santa Catarina,23.0
2016-01-01,February,2016,Santa Catarina,10.0
2017-01-01,February,2017,Santa Catarina,31.0
1998-01-01,March,1998,Santa Catarina,0.0
1999-01-01,March,1999,Santa Catarina,7.0
2000-01-01,March,2000,Santa Catarina,46.0
2001-01-01,March,2001,Santa Catarina,1.0
2002-01-01,March,2002,Santa Catarina,12.0
2003-01-01,March,2003,Santa Catarina,58.0
2004-01-01,March,2004,Santa Catarina,73.0
2005-01-01,March,2005,Santa Catarina,92.0
2006-01-01,March,2006,Santa Catarina,48.0
2007-01-01,March,2007,Santa Catarina,23.0
2008-01-01,March,2008,Santa Catarina,14.0
2009-01-01,March,2009,Santa Catarina,33.0
2010-01-01,March,2010,Santa Catarina,9.0
2011-01-01,March,2011,Santa Catarina,8.0
2012-01-01,March,2012,Santa Catarina,65.0
2013-01-01,March,2013,Santa Catarina,14.0
2014-01-01,March,2014,Santa Catarina,15.0
2015-01-01,March,2015,Santa Catarina,37.0
2016-01-01,March,2016,Santa Catarina,21.0
2017-01-01,March,2017,Santa Catarina,12.0
1998-01-01,April,1998,Santa Catarina,0.0
1999-01-01,April,1999,Santa Catarina,0.0
2000-01-01,April,2000,Santa Catarina,7.0
2001-01-01,April,2001,Santa Catarina,1.0
2002-01-01,April,2002,Santa Catarina,7.0
2003-01-01,April,2003,Santa Catarina,120.0
2004-01-01,April,2004,Santa Catarina,59.0
2005-01-01,April,2005,Santa Catarina,25.0
2006-01-01,April,2006,Santa Catarina,30.0
2007-01-01,April,2007,Santa Catarina,2.0
2008-01-01,April,2008,Santa Catarina,31.0
2009-01-01,April,2009,Santa Catarina,57.0
2010-01-01,April,2010,Santa Catarina,19.0
2011-01-01,April,2011,Santa Catarina,5.0
2012-01-01,April,2012,Santa Catarina,40.0
2013-01-01,April,2013,Santa Catarina,46.0
2014-01-01,April,2014,Santa Catarina,34.0
2015-01-01,April,2015,Santa Catarina,32.0
2016-01-01,April,2016,Santa Catarina,36.0
2017-01-01,April,2017,Santa Catarina,26.0
1998-01-01,May,1998,Santa Catarina,0.0
1999-01-01,May,1999,Santa Catarina,1.0
2000-01-01,May,2000,Santa Catarina,0.0
2001-01-01,May,2001,Santa Catarina,2.0
2002-01-01,May,2002,Santa Catarina,3.0
2003-01-01,May,2003,Santa Catarina,84.0
2004-01-01,May,2004,Santa Catarina,2.0
2005-01-01,May,2005,Santa Catarina,21.0
2006-01-01,May,2006,Santa Catarina,33.0
2007-01-01,May,2007,Santa Catarina,2.0
2008-01-01,May,2008,Santa Catarina,15.0
2009-01-01,May,2009,Santa Catarina,33.0
2010-01-01,May,2010,Santa Catarina,1.0
2011-01-01,May,2011,Santa Catarina,16.0
2012-01-01,May,2012,Santa Catarina,60.0
2013-01-01,May,2013,Santa Catarina,52.0
2014-01-01,May,2014,Santa Catarina,42.0
2015-01-01,May,2015,Santa Catarina,70.0
2016-01-01,May,2016,Santa Catarina,26.0
2017-01-01,May,2017,Santa Catarina,36.0
1998-01-01,June,1998,Santa Catarina,2.0
1999-01-01,June,1999,Santa Catarina,0.0
2000-01-01,June,2000,Santa Catarina,2.0
2001-01-01,June,2001,Santa Catarina,1.0
2002-01-01,June,2002,Santa Catarina,0.0
2003-01-01,June,2003,Santa Catarina,68.0
2004-01-01,June,2004,Santa Catarina,127.0
2005-01-01,June,2005,Santa Catarina,58.0
2006-01-01,June,2006,Santa Catarina,32.0
2007-01-01,June,2007,Santa Catarina,11.0
2008-01-01,June,2008,Santa Catarina,2.0
2009-01-01,June,2009,Santa Catarina,14.0
2010-01-01,June,2010,Santa Catarina,1.0
2011-01-01,June,2011,Santa Catarina,26.0
2012-01-01,June,2012,Santa Catarina,42.0
2013-01-01,June,2013,Santa Catarina,31.0
2014-01-01,June,2014,Santa Catarina,3.0
2015-01-01,June,2015,Santa Catarina,104.0
2016-01-01,June,2016,Santa Catarina,79.0
2017-01-01,June,2017,Santa Catarina,70.0
1998-01-01,July,1998,Santa Catarina,0.0
1999-01-01,July,1999,Santa Catarina,2.0
2000-01-01,July,2000,Santa Catarina,21.0
2001-01-01,July,2001,Santa Catarina,5.0
2002-01-01,July,2002,Santa Catarina,82.0
2003-01-01,July,2003,Santa Catarina,43.0
2004-01-01,July,2004,Santa Catarina,94.0
2005-01-01,July,2005,Santa Catarina,90.0
2006-01-01,July,2006,Santa Catarina,74.0
2007-01-01,July,2007,Santa Catarina,12.0
2008-01-01,July,2008,Santa Catarina,46.0
2009-01-01,July,2009,Santa Catarina,26.0
2010-01-01,July,2010,Santa Catarina,31.0
2011-01-01,July,2011,Santa Catarina,31.0
2012-01-01,July,2012,Santa Catarina,42.0
2013-01-01,July,2013,Santa Catarina,69.0
2014-01-01,July,2014,Santa Catarina,82.0
2015-01-01,July,2015,Santa Catarina,45.0
2016-01-01,July,2016,Santa Catarina,480.0
2017-01-01,July,2017,Santa Catarina,591.0
1998-01-01,August,1998,Santa Catarina,0.0
1999-01-01,August,1999,Santa Catarina,51.0
2000-01-01,August,2000,Santa Catarina,69.0
2001-01-01,August,2001,Santa Catarina,24.0
2002-01-01,August,2002,Santa Catarina,702.0
2003-01-01,August,2003,Santa Catarina,1.513
2004-01-01,August,2004,Santa Catarina,728.0
2005-01-01,August,2005,Santa Catarina,391.0
2006-01-01,August,2006,Santa Catarina,728.0
2007-01-01,August,2007,Santa Catarina,462.0
2009-01-01,August,2009,Santa Catarina,759.0
2010-01-01,August,2010,Santa Catarina,511.0
2011-01-01,August,2011,Santa Catarina,175.0
2012-01-01,August,2012,Santa Catarina,398.0
2013-01-01,August,2013,Santa Catarina,236.0
2014-01-01,August,2014,Santa Catarina,459.0
2015-01-01,August,2015,Santa Catarina,379.0
2017-01-01,August,2017,Santa Catarina,713.0
1998-01-01,September,1998,Santa Catarina,6.0
1999-01-01,September,1999,Santa Catarina,101.0
2000-01-01,September,2000,Santa Catarina,36.0
2001-01-01,September,2001,Santa Catarina,18.0
2002-01-01,September,2002,Santa Catarina,416.0
2003-01-01,September,2003,Santa Catarina,1.339
2004-01-01,September,2004,Santa Catarina,755.0
2005-01-01,September,2005,Santa Catarina,116.0
2006-01-01,September,2006,Santa Catarina,530.0
2007-01-01,September,2007,Santa Catarina,617.0
2008-01-01,September,2008,Santa Catarina,233.0
2009-01-01,September,2009,Santa Catarina,47.0
2010-01-01,September,2010,Santa Catarina,198.0
2011-01-01,September,2011,Santa Catarina,450.0
2012-01-01,September,2012,Santa Catarina,188.0
2013-01-01,September,2013,Santa Catarina,303.0
2014-01-01,September,2014,Santa Catarina,208.0
2015-01-01,September,2015,Santa Catarina,156.0
2016-01-01,September,2016,Santa Catarina,644.0
2017-01-01,September,2017,Santa Catarina,626.0
1998-01-01,October,1998,Santa Catarina,4.0
1999-01-01,October,1999,Santa Catarina,16.0
2000-01-01,October,2000,Santa Catarina,55.0
2001-01-01,October,2001,Santa Catarina,26.0
2002-01-01,October,2002,Santa Catarina,42.0
2003-01-01,October,2003,Santa Catarina,669.0
2004-01-01,October,2004,Santa Catarina,704.0
2005-01-01,October,2005,Santa Catarina,197.0
2006-01-01,October,2006,Santa Catarina,269.0
2007-01-01,October,2007,Santa Catarina,35.0
2008-01-01,October,2008,Santa Catarina,56.0
2009-01-01,October,2009,Santa Catarina,252.0
2010-01-01,October,2010,Santa Catarina,76.0
2011-01-01,October,2011,Santa Catarina,102.0
2012-01-01,October,2012,Santa Catarina,34.0
